

MSFT,0.014520373934292601,0.018591721568895422,0.022956859464550734,0.026861293558998148,0.03549042987888844
AAPL,0.017492288254122752,0.02100913996863664,0.0276752463351999,0.03329187123058205,0.040552882607484735
AMZN,0.023639311224689798,0.026709984277882643,0.038027103108732134,0.0447289302517022,0.05703035078812844
FB,0.023423462057673903,0.03140354970971752,0.03729158408998067,0.04194374565484575,0.053591306823493355
JPM,0.016780275198222148,0.019315120190885864,0.027083068076842937,0.034454980814682984,0.04001392312322031
GOOGL,0.015527868384574496,0.02169272646624479,0.026491973811587573,0.02899248051205325,0.034784080705388416
JNJ,0.008024091740797452,0.011346701146003802,0.016586276048626992,0.02004052335560646,0.023754746908693225
V,0.011054288632855267,0.014848125023596982,0.021898871491735087,0.026635958205836825,0.0321057222554756
PG,0.009471609010487228,0.011542711751380158,0.015376949427506649,0.019811990625505652,0.02382958859916225
XOM,0.009536325501671158,0.013518280787404777,0.016238943348259073,0.02073469323817192,0.02453538273810639
BAC,0.01986843436884558,0.02194794916156583,0.030407373390564197,0.03599859132481145,0.04674566533105047
T,0.01202479955715128,0.013223265644985896,0.01688415975541967,0.02120849704854909,0.027287739263254968
DIS,0.01395494760462516,0.015373074479179374,0.021660351428709118,0.0269845353662576,0.03139007503076329
UNH,0.01426399719347914,0.016204308578601927,0.020728542548378887,0.0280066690951298,0.03595915782069453
MA,0.01667800636390496,0.01843110776740957,0.02238102173580201,0.027583092426251177,0.03164350897972957
INTC,0.015976436174126342,0.01822664327894692,0.022257589563375042,0.032223659950110305,0.04234048503379774
VZ,0.012704556126257151,0.014063165573254377,0.01799904064823961,0.02366799439352934,0.02946130248810607
HD,0.015786153214118418,0.017728836754146524,0.020715631689043782,0.02610127098820825,0.03154624379036193
CVX,0.011673472807123674,0.01184430711214976,0.015296826829990683,0.01949174943884063,0.02464798340632589
WFC,0.01683921947010942,0.020794535932938805,0.02481261839812534,0.03217291781028918,0.039581406383238524
PFE,0.012872568356336954,0.014824834155627064,0.019064839646405377,0.02458424753894431,0.030770043273384805
KO,0.011155415671218048,0.01276920695089394,0.015584081288535268,0.018979073442777654,0.02542912748947848
CMCSA,0.017581712302737435,0.020715800239335683,0.023610609764819063,0.03158368821405625,0.03725146400081272
BA,0.013622010180476865,0.017217547009307926,0.020478160064113918,0.02744532004014007,0.034629721004652815
CSCO,0.018921153479153817,0.019583069645144602,0.026155771298754103,0.03467672306060091,0.04114237874714234
PEP,0.011481395858247255,0.010226416410560667,0.013590759609243582,0.016703953891369534,0.020938893454940967
C,0.02232811612523987,0.02754629045152747,0.03905362605089212,0.04970077248922995,0.05785294807494379
WMT,0.010908502102640464,0.012393604290654565,0.016646304155483946,0.019763349162447503,0.02440225398531655
ABT,0.01118816384270271,0.013757921528063858,0.019674384304658215,0.023849519184606607,0.02781523447675767
ADBE,0.01472799541347357,0.020279946391568607,0.028292974671514003,0.038842987302709485,0.05132608670354426
MDT,0.012437949426186362,0.016139117916711573,0.021787442823556488,0.02801160064561225,0.03204385281235807
AJRD,0.02294986188242483,0.024183890498284705,0.029332266940298137,0.033781983315888074,0.042502291530665495
